normalize_supplier_name,invoice_description,CategoryLevel1,CategoryLevel2,CategoryLevel3,CategoryLevel4,Cluster
DIETMAR SPOHN BOCHUM,DIETMAR SPOHN BOCHUM,,,,,97
DIFFERENT TRAVEL SLU,DIFFERENT TRAVEL SLU,,,,,63
DIGITAL CRAFT,DIGITAL CRAFT,,,,,3
DIGITAL PRINT SRLS,DIGITAL PRINT SRLS,,,,,3
DIMITRI KREPS UNTERMARCHTAL,DIMITRI KREPS UNTERMARCHTAL,,,,,3
DIONNE ERIC,DIONNE ERIC,,,,,3
DIPL ING BERND VÖGT HAMBURG,DIPL ING BERND VÖGT HAMBURG,,,,,36
DIPLING M ASSHEUER,DIPLING M ASSHEUER,,,,,3
DIRECTLEASEDE GMBH DÜSSELDORF,DIRECTLEASEDE GMBH DÜSSELDORF,,,,,40
DIRK FRISCHE DÜSSELDORF,DIRK FRISCHE DÜSSELDORF,,,,,40
DIRK SASSMANNSHAUSEN MÖNCHENGLADBACH,DIRK SASSMANNSHAUSEN MÖNCHENGLADBACH,,,,,3
DISTRIBUIDORA GRANADINA DE AUTOMOCION SA,DISTRIBUIDORA GRANADINA DE AUTOMOCION SA,,,,,32
DJAMBA LOMITA MONSIEUR KISMA,DJAMBA LOMITA MONSIEUR KISMA,,,,,14
DM OFFICE SRL,DM OFFICE SRL,,,,,19
DOANS OVERHEAD DOORS,DOANS OVERHEAD DOORS,,,,,3
DOCK INN GMBH,DOCK INN GMBH,,,,,3
DOCTOR WASH THOMAS SZUKALLA,DOCTOR WASH THOMAS SZUKALLA,,,,,24
DOCUMENTUS GMBH MECKLENBURGVORPROMMEN,DOCUMENTUS GMBH MECKLENBURGVORPROMMEN,,,,,13
DOENEDERLANDNL,DOENEDERLANDNL,,,,,3
DOGAN MADAME AYLA,DOGAN MADAME AYLA,,,,,30
DOGUKAN CAY STADE,DOGUKAN CAY STADE,,,,,3
DOMÄNE WALBERBERG CAREA HOTEL GMBH,DOMÄNE WALBERBERG CAREA HOTEL GMBH,,,,,58
DOMINIK FRIEBE HÜNXE,DOMINIK FRIEBE HÜNXE,,,,,3
DOMINIK KAISER RÖMERBERG,DOMINIK KAISER RÖMERBERG,,,,,3
DONCKERS WILRIJK,DONCKERS WILRIJK,,,,,3
DONGGUANSHI SHULIANDIANZIKEJI YOUXIANGONGSI,DONGGUANSHI SHULIANDIANZIKEJI YOUXIANGONGSI,,,,,3
DORAPHE PAUL,DORAPHE PAUL,,,,,3
DORFENTWICKLUNGSGMBH WILDPOLSRIED,DORFENTWICKLUNGSGMBH WILDPOLSRIED,,,,,3
DORINT HERRENKRUG PARKHOTEL MAGDEBURG,DORINT HERRENKRUG PARKHOTEL MAGDEBURG,,,,,3
DORINT HOTEL IN POTSDAM GMBH,DORINT HOTEL IN POTSDAM GMBH,,,,,58
DORINT VENUSBERG BONN,DORINT VENUSBERG BONN,,,,,3
DORIS KLINKESCHULZE DREHNOW,DORIS KLINKESCHULZE DREHNOW,,,,,3
DÖRNER RECHTSANWÄLTE VELBERT,DÖRNER RECHTSANWÄLTE VELBERT,,,,,92
DOUNY ISABELLE,DOUNY ISABELLE,,,,,3
DOVU DOEN ONDERHOUD VOOR U,DOVU DOEN ONDERHOUD VOOR U,,,,,3
DOVYALIS INVESTISSEMENT,DOVYALIS INVESTISSEMENT,,,,,3
DOWN UNDER BAD VILBEL,DOWN UNDER BAD VILBEL,,,,,26
DR FLORIAN BECKER BERLIN,DR FLORIAN BECKER BERLIN,,,,,70
DR FRANK JÜRGEN HAASE ZARRENTIN,DR FRANK JÜRGEN HAASE ZARRENTIN,,,,,70
DR MATHIAS HOTHUM WALLDORF,DR MATHIAS HOTHUM WALLDORF,,,,,70
DR MED SAMI MUKBEL STENDAL,DR MED SAMI MUKBEL STENDAL,,,,,70
DR MICHAEL WAGNER SAARBRÜCKEN,DR MICHAEL WAGNER SAARBRÜCKEN,,,,,70
DR STICKER,DR STICKER,,,,,70
DR W SCHALK UND KOLLEGEN LAHR,DR W SCHALK UND KOLLEGEN LAHR,,,,,70
DR WILLI KNOLL GMBH & CO KG,DR WILLI KNOLL GMBH & CO KG,,,,,70
DR WOLFGANG UND BÄRBEL MARKHOF GREVENBROICH,DR WOLFGANG UND BÄRBEL MARKHOF GREVENBROICH,,,,,70
DRESDNER VERKEHRSBETRIEBE AG,DRESDNER VERKEHRSBETRIEBE AG,,,,,3
DRICI MONSIEUR ABD EL HAMID,DRICI MONSIEUR ABD EL HAMID,,,,,14
DRIVE VAUXHALL,DRIVE VAUXHALL,,,,,3
DRIVING RANGE VALLE DAOSTA SRL,DRIVING RANGE VALLE DAOSTA SRL,,,,,19
DRK KREISVERBAND MÜGGELSPREE EV BERLIN,DRK KREISVERBAND MÜGGELSPREE EV BERLIN,,,,,39
DROUFFE MONSIEUR LEONCE,DROUFFE MONSIEUR LEONCE,,,,,14
DRUCKEREI SIEFERT GMBH FRANKFURT,DRUCKEREI SIEFERT GMBH FRANKFURT,,,,,13
DSCHNEIDER COACHING&CONSULTING,DSCHNEIDER COACHING&CONSULTING,,,,,3
DUARTE SHONAH,DUARTE SHONAH,,,,,3
DUC INDUSTRIE,DUC INDUSTRIE,,,,,3
DUCKWORTH LAND ROVER,DUCKWORTH LAND ROVER,,,,,3
DUFLOS MONSIEUR YOHANN,DUFLOS MONSIEUR YOHANN,,,,,14
DUPUY MONSIEUR ANTOINE,DUPUY MONSIEUR ANTOINE,,,,,14
DUQUETTE DANIEL,DUQUETTE DANIEL,,,,,84
DUSSELDORP SCHADEHERSTEL,DUSSELDORP SCHADEHERSTEL,,,,,3
DUVAL MONSIEUR JEREMIE,DUVAL MONSIEUR JEREMIE,,,,,14
DYPSIM SRL,DYPSIM SRL,,,,,19
EASY RENT VALENCIA SL,EASY RENT VALENCIA SL,,,,,9
EC BOONE,EC BOONE,,,,,3
ECIJA GUILLEN JUAN,ECIJA GUILLEN JUAN,,,,,89
ECIJA LEGAL SL,ECIJA LEGAL SL,,,,,9
EDDE STAN,EDDE STAN,,,,,3
EDF PEINTURES SRL,EDF PEINTURES SRL,,,,,19
EDGAR RASPER BREMEN,EDGAR RASPER BREMEN,,,,,3
EDMONTON FATHERS HOUSE,EDMONTON FATHERS HOUSE,,,,,3
EDWIN MÜLLER GMBH DACHAU,EDWIN MÜLLER GMBH DACHAU,,,,,53
EG STAIRS,EG STAIRS,,,,,3
EGOVALEO SRL,EGOVALEO SRL,,,,,19
EIGENTIJDSERF,EIGENTIJDSERF,,,,,3
EINRICO TRENNWOLF BERG,EINRICO TRENNWOLF BERG,,,,,3
EJ AUTOS BVBA,EJ AUTOS BVBA,,,,,6
EJIDO BONAIRE SL,EJIDO BONAIRE SL,,,,,9
ELB CONSEIL SARL,ELB CONSEIL SARL,,,,,49
ELECTRICIDAD JUAN DIEZ SCA,ELECTRICIDAD JUAN DIEZ SCA,,,,,89
ELECTROMECANICA ACIEN SLU,ELECTROMECANICA ACIEN SLU,,,,,63
ELEGIA FORMATION,ELEGIA FORMATION,,,,,3
ELEKTRO WEICHSEL,ELEKTRO WEICHSEL,,,,,3
ELEKTROTECHNIK SCHRANKEL KÖLN,ELEKTROTECHNIK SCHRANKEL KÖLN,,,,,37
ELEVATOR INTELLIGENCE GMBH,ELEVATOR INTELLIGENCE GMBH,,,,,13
ELKE DELP RIEDSTADT,ELKE DELP RIEDSTADT,,,,,3
ELMAR HUCKS ENSE,ELMAR HUCKS ENSE,,,,,3
ELVIRA GRELL BAD WILDUNGEN,ELVIRA GRELL BAD WILDUNGEN,,,,,26
ELVIS RASAJ MÜNCHEN,ELVIS RASAJ MÜNCHEN,,,,,44
EMBERLEY FIREPLACE,EMBERLEY FIREPLACE,,,,,3
EMILIO Y LORENZO GONZALEZ SA,EMILIO Y LORENZO GONZALEZ SA,,,,,32
EMIR BREKALOVIC,EMIR BREKALOVIC,,,,,3
EMMANUEL CHESTER,EMMANUEL CHESTER,,,,,3
EMÖKE&ENRIQUE SALCEDO PUERTO WAIBLINGEN,EMÖKE&ENRIQUE SALCEDO PUERTO WAIBLINGEN,,,,,3
EMRO GMBH DARMSTADT,EMRO GMBH DARMSTADT,,,,,13
ENI EDITIONS,ENI EDITIONS,,,,,3
ENIMOOV SPA,ENIMOOV SPA,,,,,61
ENKI,ENKI,,,,,3
ENSO HOTEL INGOLSTADT,ENSO HOTEL INGOLSTADT,,,,,58
ENTRETIEN PRIVILEGE SAGLAC,ENTRETIEN PRIVILEGE SAGLAC,,,,,3
ENUWATEC GMBH NOTTULN,ENUWATEC GMBH NOTTULN,,,,,13
EP KRANICH GMBH,EP KRANICH GMBH,,,,,13
EQQO SERVICE GMBH NEUENKIRCHEN,EQQO SERVICE GMBH NEUENKIRCHEN,,,,,18
EQUANS NV,EQUANS NV,,,,,38
ERCAN DOGAN EICHENAU,ERCAN DOGAN EICHENAU,,,,,3
EREMEX,EREMEX,,,,,3
EREMYTEN HOF,EREMYTEN HOF,,,,,7
ERICH LAUBE LUDWIGSHAFEN,ERICH LAUBE LUDWIGSHAFEN,,,,,3
ERIK SCHATZ RASTATT,ERIK SCHATZ RASTATT,,,,,3
ERKAN STAHL SULZBURG,ERKAN STAHL SULZBURG,,,,,3
ERMOND ADEMI VIERSEN,ERMOND ADEMI VIERSEN,,,,,3
ERNA HEUSSER EPPELHEIM,ERNA HEUSSER EPPELHEIM,,,,,3
ERNST & YOUNG BELASTINGADVISEURS LLP,ERNST & YOUNG BELASTINGADVISEURS LLP,,,,,8
ERNST A CZYCHY,ERNST A CZYCHY,,,,,3
ERSTE HOTELWERKSTATT BETRIEBSGESELLSCHAFT MBHAMELIE NO,ERSTE HOTELWERKSTATT BETRIEBSGESELLSCHAFT MBHAMELIE NO,,,,,3
ESCARABAJAL SALIDO DIONISIO,ESCARABAJAL SALIDO DIONISIO,,,,,3
ESCOLA TECNICA GIRONA SL,ESCOLA TECNICA GIRONA SL,,,,,9
ESCOTE JOHN LEIGH,ESCOTE JOHN LEIGH,,,,,3
ESCP,ESCP,,,,,3
ESGLAVAGE DE VITRES,ESGLAVAGE DE VITRES,,,,,3
ESSELLE PNEUMATICI SAS DI SILVANI MARCO,ESSELLE PNEUMATICI SAS DI SILVANI MARCO,,,,,95
ESSWAHRES,ESSWAHRES,,,,,3
ESTEVE CLANCH SA,ESTEVE CLANCH SA,,,,,32
ESVM,ESVM,,,,,3
ETABLISSEMENTS DARTY ET FILS,ETABLISSEMENTS DARTY ET FILS,,,,,3
ETAPA CRISTALINA,ETAPA CRISTALINA,,,,,3
ETHIKDO,ETHIKDO,,,,,3
ETSO LONGCHAMP,ETSO LONGCHAMP,,,,,3
EUDOSIA SANTOS FERRERO SL,EUDOSIA SANTOS FERRERO SL,,,,,9
EUGEN HARRY FEGERT SARSTEDT,EUGEN HARRY FEGERT SARSTEDT,,,,,3
EUGEN UND NATALIE NIKITIN,EUGEN UND NATALIE NIKITIN,,,,,23
EUROASIA MANAGEMENT GMBH VATERSTETTEN,EUROASIA MANAGEMENT GMBH VATERSTETTEN,,,,,43
EUROLFLAMM OHG HEIZUNG SANITÄR,EUROLFLAMM OHG HEIZUNG SANITÄR,,,,,3
EUROMOTIVE BV,EUROMOTIVE BV,,,,,17
EUROPA MÖBELVERBUND GMBH & CO KG,EUROPA MÖBELVERBUND GMBH & CO KG,,,,,31
EUSKOAUTO 2003 SL,EUSKOAUTO 2003 SL,,,,,9
EVAGELIA POTOCSNIK STUTTGART,EVAGELIA POTOCSNIK STUTTGART,,,,,75
EVENS KOEN ELECTRO BV,EVENS KOEN ELECTRO BV,,,,,17
EVENTBUERO KIEL GMBH,EVENTBUERO KIEL GMBH,,,,,28
EVENTSTARTS SL,EVENTSTARTS SL,,,,,9
EVERNEX,EVERNEX,,,,,3
EVRO BUS GMBH,EVRO BUS GMBH,,,,,13
EWALD JOST GMBH BADENBADEN,EWALD JOST GMBH BADENBADEN,,,,,13
EXCELIA SLU,EXCELIA SLU,,,,,63
EXPLOTACIONES FERLASA SL,EXPLOTACIONES FERLASA SL,,,,,9
EXTREME PRESSURE WASH CTD,EXTREME PRESSURE WASH CTD,,,,,3
EYKAERT BVBA,EYKAERT BVBA,,,,,6
F SODERMANNS AUTOMOBILE GMBH WASSENBERG,F SODERMANNS AUTOMOBILE GMBH WASSENBERG,,,,,64
FABIENNE KOTAINY DÜSSELDORF,FABIENNE KOTAINY DÜSSELDORF,,,,,40
FACIABEN MONSIEUR HERVE,FACIABEN MONSIEUR HERVE,,,,,14
FACILITY MANAGEMENT BÖHM GMBH,FACILITY MANAGEMENT BÖHM GMBH,,,,,43
FACILITY MANAGEMENT EXCHANGE SL,FACILITY MANAGEMENT EXCHANGE SL,,,,,43
FAHMER WERNDOHL GMBH WERDOHL,FAHMER WERNDOHL GMBH WERDOHL,,,,,13
FAHRETTIN CETINKAYA MARNERDEICH,FAHRETTIN CETINKAYA MARNERDEICH,,,,,3
FAHRRAD OELTERMANN,FAHRRAD OELTERMANN,,,,,3
FAHRSCHULE KNOBLOCH KIEL,FAHRSCHULE KNOBLOCH KIEL,,,,,28
FAHRZEUGHAUS HELMUT EMIG GMBH FÜRTH,FAHRZEUGHAUS HELMUT EMIG GMBH FÜRTH,,,,,13
FANNI REVISIONI AUTO SRL,FANNI REVISIONI AUTO SRL,,,,,15
FAOUZI MOHAMED,FAOUZI MOHAMED,,,,,3
FASTRACK LOGISTICS,FASTRACK LOGISTICS,,,,,3
FATMA GÖRKMEN HAMBURG,FATMA GÖRKMEN HAMBURG,,,,,36
FAUCHON LHOTEL PARIS,FAUCHON LHOTEL PARIS,,,,,3
FAVRET AUTOMOBILES,FAVRET AUTOMOBILES,,,,,3
FAZIO BENITO,FAZIO BENITO,,,,,3
FD BAU FETHI DURAN FERNWALD,FD BAU FETHI DURAN FERNWALD,,,,,3
FEESTVERHUUR GRONINGEN,FEESTVERHUUR GRONINGEN,,,,,3
FELIX HOTELS KAUFBEUREN,FELIX HOTELS KAUFBEUREN,,,,,3
FERNANDEZ JUANES JUAN ANTONIO,FERNANDEZ JUANES JUAN ANTONIO,,,,,89
FERRAMENTA MAPE SRL,FERRAMENTA MAPE SRL,,,,,19
FERROTON TÜR UND TORSYSTEME,FERROTON TÜR UND TORSYSTEME,,,,,23
FEV EUROPE GMBH AACHEN,FEV EUROPE GMBH AACHEN,,,,,13
FEWO AM BAHNHOF KASSEL,FEWO AM BAHNHOF KASSEL,,,,,3
FFT,FFT,,,,,3
FG EMULSION,FG EMULSION,,,,,3
FG PUBLICITE,FG PUBLICITE,,,,,3
FIBRENEW BELLEVILLEKINGSTON,FIBRENEW BELLEVILLEKINGSTON,,,,,3
FIDAL SELAS,FIDAL SELAS,,,,,3
FIDAUTO SL,FIDAUTO SL,,,,,9
FIELDFISHER LLP,FIELDFISHER LLP,,,,,8
FIFTH NRE BV,FIFTH NRE BV,,,,,17
FIKRETA SUPNAJ NEUSTADT,FIKRETA SUPNAJ NEUSTADT,,,,,3
FILHET ALLARD & CIE,FILHET ALLARD & CIE,,,,,3
FILION MONSIEUR LOUIS,FILION MONSIEUR LOUIS,,,,,14
FINK,FINK,,,,,3
FIORE MONSIEUR VITO,FIORE MONSIEUR VITO,,,,,14
FIRE FIGHTERS PREVENTION,FIRE FIGHTERS PREVENTION,,,,,3
FIRE INVESTISSEMENTS,FIRE INVESTISSEMENTS,,,,,3
FIRE INVESTISSEMENTS,FIRE INVESTISSEMENTS,,,,,3
FIRST CLASS GLASS,FIRST CLASS GLASS,,,,,79
FIRST DEBIT GMBH,FIRST DEBIT GMBH,,,,,13
FISCHER AUTOMOBILE AMBERG GMBH & CO KG,FISCHER AUTOMOBILE AMBERG GMBH & CO KG,,,,,64
FIT BODY & MIND,FIT BODY & MIND,,,,,3
FLAMUR SAHITOLLI MÖNCHENGLADBACH,FLAMUR SAHITOLLI MÖNCHENGLADBACH,,,,,3
FLAT6FACTORY HAMELN GMBH,FLAT6FACTORY HAMELN GMBH,,,,,13
FLAVIGNY MONSIEUR THEO,FLAVIGNY MONSIEUR THEO,,,,,14
FLETCHER HOTEL DE BURGHOEVE,FLETCHER HOTEL DE BURGHOEVE,,,,,58
FLETCHER HOTELRESTAURANT PARKSTADZUID LIMBURG,FLETCHER HOTELRESTAURANT PARKSTADZUID LIMBURG,,,,,83
FLETHRAUM VERANSTALTUNGEN BUXTEHUDE,FLETHRAUM VERANSTALTUNGEN BUXTEHUDE,,,,,3
FLIEGERDEICH GMBH & COKG,FLIEGERDEICH GMBH & COKG,,,,,65
FLORALUX,FLORALUX,,,,,3
FLORIAN CARTER DORTMUND,FLORIAN CARTER DORTMUND,,,,,3
FLORIAN GATHER BRUCHSAL,FLORIAN GATHER BRUCHSAL,,,,,3
FLORIAN KASTNER KARLSRUHE,FLORIAN KASTNER KARLSRUHE,,,,,33
FLORIAN KÜHNAST VEHLEFANZ,FLORIAN KÜHNAST VEHLEFANZ,,,,,3
FLORIAN MENZEL WANNWEIL,FLORIAN MENZEL WANNWEIL,,,,,3
FLORIAN OFFELDER ORANIENBURG,FLORIAN OFFELDER ORANIENBURG,,,,,3
FLORIAN PAPE VETTWEISS,FLORIAN PAPE VETTWEISS,,,,,3
FMT DI FLLI FILIPPONE E MASELLIS ANTONIO SNC,FMT DI FLLI FILIPPONE E MASELLIS ANTONIO SNC,,,,,57
FOCUSHOTEL AG,FOCUSHOTEL AG,,,,,3
FOLIENBOY KARLSRUHE,FOLIENBOY KARLSRUHE,,,,,33
FOLIENEXPERTE WIEGEL KREFELD,FOLIENEXPERTE WIEGEL KREFELD,,,,,3
FOND DE DOTATION SPORT DANS LA VILLE,FOND DE DOTATION SPORT DANS LA VILLE,,,,,3
FONDATION KING BAUDOUIN,FONDATION KING BAUDOUIN,,,,,3
FONTANA HOTEL WIESBADEN,FONTANA HOTEL WIESBADEN,,,,,58
FOODBELGIUM,FOODBELGIUM,,,,,3
FOODBOX SA,FOODBOX SA,,,,,32
FOONZ TELECOM & REPARATIE,FOONZ TELECOM & REPARATIE,,,,,3
FORA HOTEL HANNOVER,FORA HOTEL HANNOVER,,,,,58
FORD STORE CREUTZNER GMBH FORD KERPENSINDORF,FORD STORE CREUTZNER GMBH FORD KERPENSINDORF,,,,,13
FORESCO BE,FORESCO BE,,,,,3
FORMASUP HAUTS DE FRANCE,FORMASUP HAUTS DE FRANCE,,,,,86
FOTIOS SALAGIANNIS,FOTIOS SALAGIANNIS,,,,,3
FOUQUET MONSIEUR HUGO,FOUQUET MONSIEUR HUGO,,,,,14
FRANCE REGIE EDITIONS,FRANCE REGIE EDITIONS,,,,,86
FRANCESCO BÄUML ROSBACH,FRANCESCO BÄUML ROSBACH,,,,,3
FRANCO MURO BWÜRTTEMBERG,FRANCO MURO BWÜRTTEMBERG,,,,,3
FRANCOIS PARADIS,FRANCOIS PARADIS,,,,,3
FRANKRENE LÜDKE MANNHEIM,FRANKRENE LÜDKE MANNHEIM,,,,,3
FRANS BECKERS BV,FRANS BECKERS BV,,,,,17
FRANZ POHL GMBH HAMBURG,FRANZ POHL GMBH HAMBURG,,,,,36
FRANZISKA MATYSSEK OHRDRUF,FRANZISKA MATYSSEK OHRDRUF,,,,,3
FRANZRUDOLF DOHMEN ESCHWEILER,FRANZRUDOLF DOHMEN ESCHWEILER,,,,,3
FRATISSIER MADAME BETTY,FRATISSIER MADAME BETTY,,,,,30
FRED REITENBACH GMBH LEBACH,FRED REITENBACH GMBH LEBACH,,,,,13
FREDERICK G MARKLAND ASSOCIATES LIMITED,FREDERICK G MARKLAND ASSOCIATES LIMITED,,,,,51
FRIEDERIKE POTRÖCK WINDISCHESCHENBACH,FRIEDERIKE POTRÖCK WINDISCHESCHENBACH,,,,,3
FRIEDRICH ZUFALL INTERNATIONALE SPEDITION,FRIEDRICH ZUFALL INTERNATIONALE SPEDITION,,,,,3
FRITZ HOTEL WEIL AM RHEIN,FRITZ HOTEL WEIL AM RHEIN,,,,,58
FROGER MONSIEUR SAMY,FROGER MONSIEUR SAMY,,,,,14
FSL PROJECT GMBH WESTERSTEDE,FSL PROJECT GMBH WESTERSTEDE,,,,,13
FUNDACION PRIVADA UNIVERSITARIA EADA,FUNDACION PRIVADA UNIVERSITARIA EADA,,,,,3
FURKAN NAZIK BORNHEIM,FURKAN NAZIK BORNHEIM,,,,,3
FYNN LANGFELD KIEL,FYNN LANGFELD KIEL,,,,,28
G BETZ EN CO OHG,G BETZ EN CO OHG,,,,,80
GABRIEL ESEN AUGSBURG,GABRIEL ESEN AUGSBURG,,,,,3
GABRIEL SMART KARLSRUHE,GABRIEL SMART KARLSRUHE,,,,,33
GAEBEL DONAVON,GAEBEL DONAVON,,,,,3
GAETANO DI ROSA LEINFELDENECHTERDINGEN,GAETANO DI ROSA LEINFELDENECHTERDINGEN,,,,,57
GAFAIR,GAFAIR,,,,,3
GALAXY TRADING PLATFORM LIMITED,GALAXY TRADING PLATFORM LIMITED,,,,,51
GALERNE MADAME CLARA,GALERNE MADAME CLARA,,,,,30
GALILEO SPA,GALILEO SPA,,,,,61
GALLET & GOJOSSO,GALLET & GOJOSSO,,,,,3
GALLIONS REACH LTD PARTNERSHIP,GALLIONS REACH LTD PARTNERSHIP,,,,,3
GALVAN MATAMOROS MANUEL,GALVAN MATAMOROS MANUEL,,,,,3
GAMBOA ECOAUTO SA ANTES JUGORSA,GAMBOA ECOAUTO SA ANTES JUGORSA,,,,,32
GARAGE CENTRAL SPRL,GARAGE CENTRAL SPRL,,,,,94
GARAGE CUPIDO BV,GARAGE CUPIDO BV,,,,,94
GARAGE DE WITTE NV,GARAGE DE WITTE NV,,,,,94
GARAGE DUCHAMP,GARAGE DUCHAMP,,,,,94
GARAGE JB MARQUIS,GARAGE JB MARQUIS,,,,,94
GARATGE DALMAU SA,GARATGE DALMAU SA,,,,,32
GARATGE ENRIC SL,GARATGE ENRIC SL,,,,,9
GARATGE ESGLEYES SL,GARATGE ESGLEYES SL,,,,,9
GARCIA ALVAREZ JORGE,GARCIA ALVAREZ JORGE,,,,,72
GARCIA CANCIO CB,GARCIA CANCIO CB,,,,,72
GARCIA GONZALEZ JESUS,GARCIA GONZALEZ JESUS,,,,,72
GARCIA JIMENEZ ANTONIO,GARCIA JIMENEZ ANTONIO,,,,,72
GARCIA LOPEZ RUBEN,GARCIA LOPEZ RUBEN,,,,,72
GARCIA MARTIN ANGEL,GARCIA MARTIN ANGEL,,,,,59
GARCIA MORALES ADRIAN,GARCIA MORALES ADRIAN,,,,,72
GARCIA PLAZA JOSE RAMON,GARCIA PLAZA JOSE RAMON,,,,,71
GÄSTEHAUS AM WASSERSCHLOSS GBR INZLINGEN,GÄSTEHAUS AM WASSERSCHLOSS GBR INZLINGEN,,,,,91
GÄSTEHAUS ROSTOCK,GÄSTEHAUS ROSTOCK,,,,,3
GÄSTEHAUS ZUR POST WASSENBERG,GÄSTEHAUS ZUR POST WASSENBERG,,,,,0
GÄSTEZIMMERZENTRALE RAUENBERG,GÄSTEZIMMERZENTRALE RAUENBERG,,,,,3
GASTHAUS AMBROSS GRÜNKRAUT,GASTHAUS AMBROSS GRÜNKRAUT,,,,,3
GASTHAUS GOLDENER STERN DORFPROZELTEN,GASTHAUS GOLDENER STERN DORFPROZELTEN,,,,,3
GASTHOF OBERMAIER MÜNCHEN,GASTHOF OBERMAIER MÜNCHEN,,,,,44
GASTHOF ZUR POST RAISTING,GASTHOF ZUR POST RAISTING,,,,,0
GASTHOFHOTEL ZUM ROSS WERTHEIM,GASTHOFHOTEL ZUM ROSS WERTHEIM,,,,,82
GASTSTÄTTE AUGUSTINER AN DER KRÄMERBRÜCKE ERFURT,GASTSTÄTTE AUGUSTINER AN DER KRÄMERBRÜCKE ERFURT,,,,,3
GASTWIRTSCHAFT FRENZEL GMBH,GASTWIRTSCHAFT FRENZEL GMBH,,,,,13
GATTINONI BUSINESS TRAVEL SRL,GATTINONI BUSINESS TRAVEL SRL,,,,,19
GAUTHIER RICHARD,GAUTHIER RICHARD,,,,,3
GAZON RIVENORD,GAZON RIVENORD,,,,,3
GCO,GCO,,,,,3
GEBR RECKER GMBH HARSEWINKELGREFFEN,GEBR RECKER GMBH HARSEWINKELGREFFEN,,,,,13
GEERAERD PCK BVBA,GEERAERD PCK BVBA,,,,,6
GEHBAUER CAROLANN,GEHBAUER CAROLANN,,,,,3
GEIB KFZMEISTERBETRIEB GMBH MEERBUSCH,GEIB KFZMEISTERBETRIEB GMBH MEERBUSCH,,,,,13
GELIE MONSIEUR MARC,GELIE MONSIEUR MARC,,,,,85
GELSIA AMBIENTE SRL,GELSIA AMBIENTE SRL,,,,,19
GEMEINDEKASSE KAUFUNGEN,GEMEINDEKASSE KAUFUNGEN,,,,,3
GENER ESPASA MAX,GENER ESPASA MAX,,,,,3
GEOMGIOLO CRISTIAN STUDIO 4&,GEOMGIOLO CRISTIAN STUDIO 4&,,,,,3
GEORG OLTMANNS NIEDERSACHSEN OLDENBURG,GEORG OLTMANNS NIEDERSACHSEN OLDENBURG,,,,,3
GEORGIA ZERVAS DÜSSELDORF,GEORGIA ZERVAS DÜSSELDORF,,,,,40
GEPERAUTO ANDALUCIA SL,GEPERAUTO ANDALUCIA SL,,,,,9
GERALD BLÖCHER QUICKBORN,GERALD BLÖCHER QUICKBORN,,,,,3
GERESO SAS,GERESO SAS,,,,,68
GERHARD LUDWIG RUPPEL EICHENZELL,GERHARD LUDWIG RUPPEL EICHENZELL,,,,,3
GERHARD MÜLLER HORB,GERHARD MÜLLER HORB,,,,,53
GERMAINE NV,GERMAINE NV,,,,,38
GERRIT MÜLLERLENTZ KREFELD,GERRIT MÜLLERLENTZ KREFELD,,,,,3
GESTION FD93640894 QC,GESTION FD93640894 QC,,,,,3
GESTION GLASS AUTO SL,GESTION GLASS AUTO SL,,,,,79
GESTORIA BALBOA ARENAL SL,GESTORIA BALBOA ARENAL SL,,,,,9
GETRÄNKE BAUER IPG GMBH EGGENFELDEN,GETRÄNKE BAUER IPG GMBH EGGENFELDEN,,,,,13
GF MACHINING SOLUTIONS GMBH SCHORNDORF,GF MACHINING SOLUTIONS GMBH SCHORNDORF,,,,,56
GIDEMANN MONSIEUR ERIC,GIDEMANN MONSIEUR ERIC,,,,,14
GIGENA GIMENEZ SERGIO,GIGENA GIMENEZ SERGIO,,,,,3
GIMENEZ GIMENEZ FRANCISCO,GIMENEZ GIMENEZ FRANCISCO,,,,,3
GIMENEZ MADAME AGATHE,GIMENEZ MADAME AGATHE,,,,,30
GIMENEZ MONSIEUR ANTHONY,GIMENEZ MONSIEUR ANTHONY,,,,,14
GIOVANINI MONSIEUR OLIVIER,GIOVANINI MONSIEUR OLIVIER,,,,,14
GLAS CEYSSENS NV,GLAS CEYSSENS NV,,,,,38
GLAS TRUSTPANY,GLAS TRUSTPANY,,,,,3
GLASPUNT,GLASPUNT,,,,,3
GLASSTINTERNL,GLASSTINTERNL,,,,,3
GLINICKE SPORTWAGEN GMBH,GLINICKE SPORTWAGEN GMBH,,,,,13
GLOBE EXPORT SL,GLOBE EXPORT SL,,,,,9
GLS SMALL ENGINE REPAIR,GLS SMALL ENGINE REPAIR,,,,,3
GMS STORE BVBA,GMS STORE BVBA,,,,,6
GO KIA WEST,GO KIA WEST,,,,,3
GO LIVE DATA,GO LIVE DATA,,,,,66
GO2MKT SRL,GO2MKT SRL,,,,,19
GOIKOAUTO XXI SL,GOIKOAUTO XXI SL,,,,,9
GOKART MAR MENOR SL,GOKART MAR MENOR SL,,,,,9
GOLF DE CAEN LA MER,GOLF DE CAEN LA MER,,,,,3
GOMEZ HERNANDEZ MIGUEL,GOMEZ HERNANDEZ MIGUEL,,,,,3
GOMEZ MARTIN RAFAEL,GOMEZ MARTIN RAFAEL,,,,,59
